CUSTOMERID,APPID,OS,PROTECTEDBUILDIDENTIFIER,GEOIP_COUNTRYNAME,GEOIP_TZ,INGESTTIME_HOUR,COUNT_APPLICATIONFIRSTRUN,COUNT_ROOTINGDETECTED,COUNT_DEBUGGERDETECTED,COUNT_OVERLAYDETECTED,COUNT_APPLICATIONOPENED,COUNT_BOOTLOADERUNLOCKDETECTED,COUNT_TAMPERINGDETECTED,COUNT_HOOKINGDETECTED,COUNT_GENERICINFORMATIONUPDATE,COUNT_EMULATORDETECTED,IS_ANOMALY
CUST_003,APP_001,iOS,BUILD_002,Bermuda,Africa/Tripoli,2024-11-19 04:00:00,5,0,0,0,0,0,0,0,2,0,0
CUST_001,APP_007,Windows,BUILD_005,Bosnia and Herzegovina,Africa/Gaborone,2024-11-18 15:00:00,10,0,0,0,10,0,0,0,5,0,0
CUST_004,APP_005,Windows,BUILD_008,Saint Pierre and Miquelon,Africa/Gaborone,2024-11-18 22:00:00,4,0,0,0,2,0,0,0,3,1,0
CUST_001,APP_004,Windows,BUILD_006,Saint Vincent and the Grenadines,Asia/Dushanbe,2024-11-19 01:00:00,2,0,0,0,5,0,0,0,0,0,0
CUST_002,APP_009,Android,BUILD_007,Saint Vincent and the Grenadines,Asia/Aden,2024-11-19 11:00:00,3,1,0,0,8,0,0,0,4,0,0
CUST_003,APP_006,Windows,BUILD_003,Northern Mariana Islands,Europe/Minsk,2024-11-19 06:00:00,5,0,0,0,5,0,0,1,1,0,0
CUST_002,APP_005,Android,BUILD_012,Bosnia and Herzegovina,Africa/Tripoli,2024-11-19 03:00:00,8,0,0,0,4,0,0,0,5,0,0
CUST_003,APP_001,Windows,BUILD_006,Uganda,Europe/Istanbul,2024-11-18 17:00:00,4,0,0,0,3,0,1,1,1,0,0
CUST_004,APP_003,iOS,BUILD_010,Bermuda,Africa/Dar_es_Salaam,2024-11-19 08:00:00,3,0,0,0,7,0,0,0,5,0,0
CUST_003,APP_007,Android,BUILD_002,Saint Pierre and Miquelon,Asia/Dhaka,2024-11-18 23:00:00,8,0,0,0,7,0,0,0,1,0,0
CUST_000,APP_000,Windows,BUILD_002,Bermuda,Africa/Gaborone,2024-11-19 04:00:00,6,0,0,0,3,0,0,0,1,0,0
CUST_001,APP_009,Windows,BUILD_010,Falkland Islands (Malvinas),Africa/Gaborone,2024-11-19 11:00:00,8,0,0,0,3,0,0,0,3,1,0
CUST_001,APP_008,Windows,BUILD_010,Bosnia and Herzegovina,Africa/Khartoum,2024-11-19 10:00:00,3,0,0,0,2,0,0,0,1,0,0
CUST_000,APP_005,Windows,BUILD_006,Burundi,America/St_Vincent,2024-11-18 17:00:00,3,0,1,0,2,0,0,0,1,0,0
CUST_002,APP_009,iOS,BUILD_006,Czech Republic,Europe/Luxembourg,2024-11-18 13:00:00,5,0,0,0,7,1,1,0,2,0,0
CUST_000,APP_003,Android,BUILD_000,Bermuda,America/Guatemala,2024-11-18 20:00:00,11,0,0,0,4,0,0,0,3,0,0
CUST_004,APP_001,Windows,BUILD_011,Anguilla,America/Guatemala,2024-11-18 13:00:00,7,0,0,0,1,0,0,0,1,0,0
CUST_004,APP_007,Android,BUILD_009,Antarctica (the territory South of 60 deg S),America/Guatemala,2024-11-18 16:00:00,4,0,0,0,3,0,0,0,4,0,0
CUST_001,APP_004,Android,BUILD_014,Northern Mariana Islands,Asia/Kabul,2024-11-19 07:00:00,3,0,0,0,10,0,0,0,0,0,0
CUST_004,APP_006,Windows,BUILD_003,Burundi,Europe/Luxembourg,2024-11-19 00:00:00,8,0,0,0,3,0,0,0,2,0,0
CUST_001,APP_001,Windows,BUILD_007,Mayotte,Europe/Berlin,2024-11-19 09:00:00,8,1,0,1,6,0,0,1,1,0,1
CUST_000,APP_002,Android,BUILD_009,Czech Republic,Africa/Mogadishu,2024-11-19 04:00:00,3,0,0,0,4,0,0,0,2,0,0
CUST_000,APP_000,Android,BUILD_006,Nauru,Africa/Banjul,2024-11-19 06:00:00,3,0,0,0,5,0,0,0,2,0,0
CUST_000,APP_000,Android,BUILD_006,Burundi,Asia/Dushanbe,2024-11-18 20:00:00,6,0,0,0,3,0,0,0,2,0,0
CUST_001,APP_004,iOS,BUILD_000,Bosnia and Herzegovina,Europe/Malta,2024-11-19 09:00:00,2,0,0,0,7,0,0,0,3,0,0
CUST_000,APP_007,iOS,BUILD_011,Mayotte,Europe/Malta,2024-11-18 14:00:00,7,0,0,0,5,0,0,0,3,0,0
CUST_000,APP_001,iOS,BUILD_003,Burundi,Africa/Casablanca,2024-11-18 16:00:00,5,0,0,0,2,0,0,0,3,0,0
CUST_002,APP_001,Android,BUILD_003,Philippines,Africa/Dar_es_Salaam,2024-11-19 01:00:00,5,0,0,0,6,0,0,1,2,0,0
CUST_000,APP_003,iOS,BUILD_004,Uganda,Asia/Tokyo,2024-11-18 15:00:00,6,0,0,0,3,0,0,0,4,0,0
CUST_004,APP_008,Windows,BUILD_012,Bouvet Island (Bouvetoya),Europe/Luxembourg,2024-11-19 10:00:00,1,0,0,0,2,0,0,0,3,0,0
CUST_001,APP_002,Android,BUILD_011,Benin,Asia/Aden,2024-11-19 10:00:00,10,0,0,0,7,1,0,0,6,0,0
CUST_002,APP_006,iOS,BUILD_012,Czech Republic,Europe/Malta,2024-11-19 00:00:00,2,0,0,0,6,0,0,0,3,0,0
CUST_003,APP_007,Windows,BUILD_012,Mayotte,Europe/Riga,2024-11-18 15:00:00,5,0,0,0,3,0,0,0,1,0,0
CUST_001,APP_005,Windows,BUILD_001,Nauru,Europe/Istanbul,2024-11-19 07:00:00,4,0,0,0,5,0,0,0,2,1,0
CUST_004,APP_008,iOS,BUILD_009,Bouvet Island (Bouvetoya),Europe/Minsk,2024-11-18 13:00:00,5,0,0,0,7,0,1,0,7,0,0
CUST_001,APP_006,Windows,BUILD_001,Anguilla,Africa/Gaborone,2024-11-18 18:00:00,4,0,0,0,4,0,0,0,2,0,0
CUST_004,APP_009,Windows,BUILD_012,Uganda,Africa/Lome,2024-11-19 08:00:00,5,0,0,0,4,0,0,0,1,0,0
CUST_004,APP_002,Android,BUILD_013,Falkland Islands (Malvinas),Africa/Mogadishu,2024-11-19 07:00:00,6,0,0,0,3,0,0,0,5,0,0
CUST_003,APP_006,Windows,BUILD_008,Saint Pierre and Miquelon,Africa/Gaborone,2024-11-18 20:00:00,1,0,0,0,6,0,0,0,3,0,0
CUST_001,APP_001,Android,BUILD_002,Philippines,Africa/Khartoum,2024-11-19 04:00:00,3,0,0,0,4,0,0,0,5,0,0
CUST_003,APP_007,Windows,BUILD_005,Antigua and Barbuda,America/St_Vincent,2024-11-19 01:00:00,2,0,0,0,5,0,0,0,2,0,0
CUST_003,APP_009,Android,BUILD_005,Bosnia and Herzegovina,Europe/Riga,2024-11-18 18:00:00,5,0,0,0,7,0,0,0,0,0,0
CUST_001,APP_006,Windows,BUILD_003,Antigua and Barbuda,Africa/Khartoum,2024-11-18 15:00:00,4,0,0,0,4,0,0,0,0,0,0
CUST_000,APP_004,iOS,BUILD_007,Antarctica (the territory South of 60 deg S),Asia/Tokyo,2024-11-19 00:00:00,7,0,0,0,3,0,1,0,1,0,0
CUST_000,APP_000,Windows,BUILD_001,Saint Pierre and Miquelon,Asia/Aden,2024-11-18 21:00:00,7,0,0,0,1,0,1,0,2,0,0
CUST_003,APP_005,iOS,BUILD_004,Nauru,Europe/Luxembourg,2024-11-18 12:00:00,2,0,0,0,5,0,0,0,3,0,0
CUST_002,APP_003,Windows,BUILD_010,Ecuador,America/Guatemala,2024-11-19 05:00:00,6,0,0,0,8,0,0,0,2,0,0
CUST_003,APP_007,iOS,BUILD_013,Saint Pierre and Miquelon,Europe/Istanbul,2024-11-19 11:00:00,7,0,0,0,5,0,0,0,2,0,0
CUST_003,APP_007,iOS,BUILD_007,Anguilla,Europe/Monaco,2024-11-18 13:00:00,2,0,0,0,5,0,0,0,3,0,0
CUST_003,APP_003,Android,BUILD_008,Antarctica (the territory South of 60 deg S),Indian/Mauritius,2024-11-18 23:00:00,7,0,0,0,3,0,0,0,1,0,0
CUST_000,APP_005,iOS,BUILD_010,Bermuda,Asia/Kabul,2024-11-19 00:00:00,5,0,0,0,3,0,1,0,7,0,0
CUST_000,APP_001,Windows,BUILD_005,Czech Republic,Asia/Dushanbe,2024-11-18 12:00:00,7,0,0,0,6,0,0,0,2,0,1
CUST_000,APP_005,iOS,BUILD_009,Bosnia and Herzegovina,Europe/Riga,2024-11-19 07:00:00,6,0,0,0,5,0,0,0,6,0,0
CUST_003,APP_008,Windows,BUILD_006,Philippines,Africa/Mogadishu,2024-11-19 03:00:00,5,0,0,0,7,0,0,0,1,0,0
CUST_002,APP_005,iOS,BUILD_009,Mayotte,Africa/Casablanca,2024-11-19 10:00:00,6,0,0,0,6,0,0,0,0,0,0
CUST_000,APP_000,Windows,BUILD_006,Falkland Islands (Malvinas),Asia/Aden,2024-11-18 20:00:00,5,0,0,0,8,0,0,0,1,1,0
CUST_001,APP_006,Windows,BUILD_009,Saint Vincent and the Grenadines,America/St_Vincent,2024-11-18 13:00:00,4,0,0,0,8,0,0,0,6,0,0
CUST_001,APP_004,Windows,BUILD_001,Uganda,Africa/Dar_es_Salaam,2024-11-18 21:00:00,7,0,0,0,8,0,0,0,2,0,1
CUST_001,APP_003,Windows,BUILD_005,Burundi,Africa/Khartoum,2024-11-18 18:00:00,1,0,0,0,9,0,1,0,2,0,0
CUST_004,APP_001,Windows,BUILD_005,Bouvet Island (Bouvetoya),Europe/Luxembourg,2024-11-19 02:00:00,8,0,0,0,5,0,0,0,1,0,0
CUST_003,APP_007,iOS,BUILD_013,Anguilla,Indian/Mauritius,2024-11-18 18:00:00,4,0,0,0,3,0,0,0,1,0,0
CUST_001,APP_001,Windows,BUILD_007,Mayotte,Europe/Monaco,2024-11-18 13:00:00,5,0,0,0,4,0,0,0,1,0,0
CUST_003,APP_003,iOS,BUILD_009,Burundi,Africa/Lome,2024-11-18 20:00:00,3,0,1,0,5,1,0,0,1,0,0
CUST_001,APP_009,Android,BUILD_002,Bosnia and Herzegovina,Indian/Mauritius,2024-11-19 05:00:00,7,0,0,0,6,1,0,0,2,0,0
CUST_002,APP_000,Android,BUILD_013,Saint Pierre and Miquelon,Africa/Dar_es_Salaam,2024-11-18 17:00:00,2,1,0,0,7,0,0,1,2,0,1
CUST_003,APP_000,iOS,BUILD_010,Bosnia and Herzegovina,Europe/Riga,2024-11-19 06:00:00,5,0,0,0,4,0,0,0,2,0,0
CUST_001,APP_005,Windows,BUILD_011,Mayotte,America/St_Vincent,2024-11-18 18:00:00,10,0,0,0,6,0,0,0,0,1,0
CUST_000,APP_003,iOS,BUILD_012,Ecuador,Africa/Conakry,2024-11-19 00:00:00,7,0,0,0,13,0,0,0,1,0,0
CUST_003,APP_002,Android,BUILD_004,Mayotte,Europe/Istanbul,2024-11-19 01:00:00,7,0,0,0,3,0,0,0,4,0,0
CUST_004,APP_009,iOS,BUILD_014,Burundi,Asia/Dushanbe,2024-11-18 12:00:00,10,0,0,0,7,0,0,0,5,1,0
CUST_000,APP_003,iOS,BUILD_009,Antarctica (the territory South of 60 deg S),Europe/Istanbul,2024-11-18 21:00:00,1,0,0,0,7,0,0,0,2,0,0
CUST_000,APP_001,Windows,BUILD_009,Uganda,Europe/Istanbul,2024-11-19 03:00:00,5,0,0,0,2,0,0,0,4,0,0
CUST_004,APP_008,Android,BUILD_001,Antigua and Barbuda,Asia/Kabul,2024-11-18 16:00:00,3,0,0,0,5,0,0,0,0,0,0
CUST_000,APP_003,Windows,BUILD_010,Bosnia and Herzegovina,Indian/Mauritius,2024-11-18 18:00:00,8,0,0,0,2,0,0,0,3,0,0
CUST_000,APP_009,Windows,BUILD_002,Antigua and Barbuda,Europe/Berlin,2024-11-19 06:00:00,7,0,0,0,4,0,0,0,6,0,0
CUST_001,APP_003,iOS,BUILD_005,Bosnia and Herzegovina,Europe/Malta,2024-11-19 09:00:00,3,0,0,0,3,0,0,0,0,0,0
CUST_001,APP_003,iOS,BUILD_001,Falkland Islands (Malvinas),Africa/Tripoli,2024-11-18 19:00:00,1,0,0,0,3,0,0,0,6,0,0
CUST_003,APP_005,iOS,BUILD_003,Anguilla,Indian/Mauritius,2024-11-19 07:00:00,5,0,0,0,1,0,0,0,2,0,1
CUST_003,APP_002,iOS,BUILD_004,Burundi,Africa/Casablanca,2024-11-18 21:00:00,3,0,0,0,7,0,0,0,3,0,1
CUST_003,APP_009,Windows,BUILD_001,Benin,Africa/Casablanca,2024-11-19 02:00:00,6,0,0,0,4,0,0,1,3,0,0
CUST_001,APP_000,Windows,BUILD_002,Benin,Africa/Conakry,2024-11-19 03:00:00,3,0,0,0,9,1,0,0,0,0,0
CUST_003,APP_004,iOS,BUILD_005,Antigua and Barbuda,America/Guatemala,2024-11-18 18:00:00,4,0,0,0,4,0,0,0,1,0,0
CUST_000,APP_002,iOS,BUILD_011,Ecuador,Africa/Mogadishu,2024-11-19 00:00:00,5,0,0,0,6,0,0,0,1,0,0
CUST_001,APP_002,Android,BUILD_002,Ecuador,Europe/Berlin,2024-11-18 21:00:00,8,0,0,0,3,1,0,0,1,0,0
CUST_003,APP_008,Windows,BUILD_008,Bouvet Island (Bouvetoya),Asia/Tokyo,2024-11-19 11:00:00,7,0,0,0,8,0,0,0,2,0,0
CUST_000,APP_004,Windows,BUILD_006,Saint Vincent and the Grenadines,Asia/Kabul,2024-11-18 15:00:00,5,0,0,0,6,0,0,0,6,0,0
CUST_003,APP_002,Windows,BUILD_006,Saint Vincent and the Grenadines,Asia/Dushanbe,2024-11-18 19:00:00,4,0,0,0,5,0,0,0,2,0,0
CUST_002,APP_001,iOS,BUILD_009,Czech Republic,Europe/Riga,2024-11-18 23:00:00,6,0,0,0,3,0,0,0,3,0,0
CUST_003,APP_000,iOS,BUILD_002,Anguilla,America/Guatemala,2024-11-18 12:00:00,8,0,0,1,11,0,0,0,2,0,0
CUST_002,APP_002,iOS,BUILD_009,Falkland Islands (Malvinas),Indian/Mauritius,2024-11-19 06:00:00,4,0,0,0,7,0,0,1,7,0,0
CUST_003,APP_000,Android,BUILD_006,Saint Pierre and Miquelon,Europe/Monaco,2024-11-19 11:00:00,3,0,0,0,6,0,0,0,3,1,0
CUST_004,APP_005,iOS,BUILD_006,Bermuda,Africa/Lome,2024-11-18 16:00:00,2,0,0,0,6,0,0,0,1,0,0
CUST_003,APP_003,Android,BUILD_002,Ecuador,Africa/Lome,2024-11-19 00:00:00,3,0,0,0,6,0,0,0,2,0,0
CUST_001,APP_009,iOS,BUILD_007,Antarctica (the territory South of 60 deg S),Asia/Kabul,2024-11-18 16:00:00,9,0,0,0,6,0,0,0,2,0,0
CUST_001,APP_005,Windows,BUILD_010,Northern Mariana Islands,America/St_Vincent,2024-11-19 04:00:00,5,0,0,1,5,0,0,0,2,0,0
CUST_002,APP_000,Android,BUILD_008,Falkland Islands (Malvinas),Europe/Monaco,2024-11-19 01:00:00,4,0,0,0,8,0,1,0,1,0,0
CUST_001,APP_002,iOS,BUILD_011,Nauru,Africa/Gaborone,2024-11-18 12:00:00,7,0,0,0,6,0,0,0,1,0,0
CUST_000,APP_004,iOS,BUILD_014,Uganda,Asia/Aden,2024-11-19 09:00:00,8,0,0,0,8,0,0,1,1,0,0
CUST_004,APP_000,Windows,BUILD_010,Antigua and Barbuda,Europe/Malta,2024-11-18 14:00:00,4,0,0,0,13,0,0,0,1,0,0
CUST_004,APP_002,iOS,BUILD_014,Mayotte,Africa/Mogadishu,2024-11-18 18:00:00,4,0,0,0,4,0,0,0,2,0,0
CUST_000,APP_006,Windows,BUILD_002,Saint Vincent and the Grenadines,Africa/Dar_es_Salaam,2024-11-18 23:00:00,8,1,0,0,1,0,0,0,2,0,0
CUST_002,APP_008,iOS,BUILD_008,Antarctica (the territory South of 60 deg S),Africa/Khartoum,2024-11-19 05:00:00,5,0,0,0,4,0,0,0,2,0,1
CUST_000,APP_001,Android,BUILD_002,Benin,Asia/Tokyo,2024-11-18 19:00:00,5,0,0,0,2,0,0,0,0,0,0
CUST_000,APP_001,Android,BUILD_007,Anguilla,Asia/Dushanbe,2024-11-18 14:00:00,6,1,0,0,7,0,0,0,2,0,0
CUST_004,APP_007,Windows,BUILD_004,Uganda,Africa/Gaborone,2024-11-18 20:00:00,7,0,0,0,4,0,0,0,5,0,0
CUST_003,APP_007,iOS,BUILD_002,Benin,Europe/Luxembourg,2024-11-18 18:00:00,2,0,0,0,5,0,0,0,2,0,0
CUST_004,APP_005,Windows,BUILD_002,Bosnia and Herzegovina,Asia/Tokyo,2024-11-19 07:00:00,1,0,0,0,8,0,1,0,2,0,0
CUST_004,APP_008,Windows,BUILD_005,Saint Vincent and the Grenadines,America/Guatemala,2024-11-18 16:00:00,7,0,0,0,6,0,0,0,2,0,0
CUST_001,APP_009,iOS,BUILD_013,Mayotte,Africa/Mogadishu,2024-11-19 02:00:00,5,0,1,0,5,0,0,0,2,0,0
CUST_000,APP_001,Android,BUILD_007,Antarctica (the territory South of 60 deg S),Africa/Khartoum,2024-11-19 01:00:00,4,0,0,0,2,0,0,0,2,0,0
CUST_004,APP_007,Android,BUILD_009,Anguilla,America/Guatemala,2024-11-18 22:00:00,4,0,0,0,6,0,0,0,4,0,0
CUST_000,APP_008,Windows,BUILD_000,Saint Vincent and the Grenadines,Africa/Khartoum,2024-11-18 15:00:00,3,0,0,0,5,0,0,0,4,0,0
CUST_001,APP_003,Windows,BUILD_013,Saint Pierre and Miquelon,Africa/Tripoli,2024-11-19 01:00:00,8,0,0,0,6,0,0,0,3,0,0
CUST_000,APP_009,Windows,BUILD_005,Antarctica (the territory South of 60 deg S),Africa/Banjul,2024-11-19 08:00:00,7,0,0,0,3,0,0,0,2,0,0
CUST_004,APP_000,Android,BUILD_000,Antarctica (the territory South of 60 deg S),Africa/Mogadishu,2024-11-19 08:00:00,1,0,0,0,6,0,0,0,1,0,0
CUST_000,APP_008,Android,BUILD_007,Bouvet Island (Bouvetoya),Africa/Tripoli,2024-11-18 19:00:00,2,0,0,0,6,0,0,0,1,0,0
CUST_001,APP_004,Android,BUILD_002,Mayotte,Europe/Istanbul,2024-11-18 14:00:00,4,0,0,0,4,0,0,0,2,0,0
CUST_003,APP_007,Windows,BUILD_003,Ecuador,Europe/Istanbul,2024-11-19 09:00:00,6,0,0,0,7,0,0,0,3,0,0
CUST_000,APP_000,Windows,BUILD_013,Saint Pierre and Miquelon,Asia/Dhaka,2024-11-19 10:00:00,4,0,0,1,4,0,0,0,2,0,0
CUST_004,APP_000,Android,BUILD_006,Bosnia and Herzegovina,Europe/Istanbul,2024-11-19 07:00:00,6,0,0,0,0,1,0,0,2,0,0
CUST_001,APP_007,Windows,BUILD_008,Nauru,Europe/Luxembourg,2024-11-19 06:00:00,8,0,0,0,9,0,0,0,2,0,0
CUST_004,APP_006,Android,BUILD_008,Saint Pierre and Miquelon,Europe/Minsk,2024-11-19 10:00:00,7,0,0,0,1,0,0,0,4,0,0
CUST_004,APP_006,Android,BUILD_010,Nauru,Africa/Gaborone,2024-11-19 05:00:00,5,0,0,0,6,0,0,0,4,0,0
CUST_000,APP_001,Android,BUILD_007,Bosnia and Herzegovina,Asia/Tokyo,2024-11-19 08:00:00,2,0,0,0,4,0,0,0,4,0,0
CUST_004,APP_007,iOS,BUILD_006,Philippines,Africa/Gaborone,2024-11-18 20:00:00,1,0,0,0,5,0,0,0,4,0,0
CUST_000,APP_007,iOS,BUILD_010,Falkland Islands (Malvinas),Africa/Gaborone,2024-11-19 05:00:00,7,1,0,0,6,0,0,0,1,0,0
CUST_003,APP_001,Windows,BUILD_007,Bouvet Island (Bouvetoya),Europe/Monaco,2024-11-19 08:00:00,4,0,0,0,8,0,1,0,1,0,1
CUST_004,APP_001,iOS,BUILD_006,Philippines,Africa/Mogadishu,2024-11-19 10:00:00,1,0,0,1,4,0,0,0,0,0,0
CUST_004,APP_005,Android,BUILD_011,Philippines,Asia/Dushanbe,2024-11-18 17:00:00,6,0,0,0,5,0,0,0,1,0,0
CUST_004,APP_009,Windows,BUILD_013,Bouvet Island (Bouvetoya),Asia/Kabul,2024-11-18 15:00:00,5,1,0,0,10,1,0,0,2,0,0
CUST_002,APP_002,Android,BUILD_007,Czech Republic,Asia/Dhaka,2024-11-18 23:00:00,8,0,0,0,5,0,0,0,4,0,0
CUST_002,APP_001,Android,BUILD_007,Bouvet Island (Bouvetoya),Africa/Casablanca,2024-11-18 14:00:00,5,0,0,0,7,0,0,0,2,0,0
CUST_001,APP_002,Windows,BUILD_002,Bermuda,Europe/Istanbul,2024-11-18 20:00:00,4,0,1,0,6,0,0,0,2,0,0
CUST_002,APP_004,Android,BUILD_001,Falkland Islands (Malvinas),America/Guatemala,2024-11-18 19:00:00,10,0,0,0,4,0,0,0,4,0,0
CUST_001,APP_009,iOS,BUILD_009,Northern Mariana Islands,America/St_Vincent,2024-11-18 16:00:00,7,0,0,0,3,0,0,0,1,0,0
CUST_002,APP_009,Windows,BUILD_000,Anguilla,Asia/Dushanbe,2024-11-18 13:00:00,4,0,0,0,5,0,0,0,1,0,0
CUST_003,APP_008,iOS,BUILD_012,Mayotte,Africa/Lome,2024-11-18 17:00:00,8,0,0,0,4,0,0,0,3,0,0
CUST_001,APP_005,iOS,BUILD_012,Nauru,Africa/Banjul,2024-11-19 03:00:00,5,0,0,0,4,0,0,0,1,0,0
CUST_002,APP_006,Windows,BUILD_003,Ecuador,Africa/Banjul,2024-11-19 10:00:00,5,0,0,0,5,0,0,0,2,0,0
CUST_003,APP_009,Android,BUILD_004,Antigua and Barbuda,Africa/Khartoum,2024-11-19 00:00:00,5,0,0,0,2,0,0,0,1,0,0
CUST_002,APP_008,iOS,BUILD_000,Bermuda,Asia/Dhaka,2024-11-19 04:00:00,2,0,0,0,7,1,0,0,0,0,0
CUST_000,APP_004,iOS,BUILD_004,Czech Republic,Asia/Kabul,2024-11-18 16:00:00,3,0,0,0,3,0,0,0,4,0,1
CUST_000,APP_007,iOS,BUILD_003,Ecuador,Africa/Banjul,2024-11-18 13:00:00,4,0,0,0,5,0,0,0,1,0,0
CUST_003,APP_008,Windows,BUILD_008,Falkland Islands (Malvinas),Africa/Tripoli,2024-11-19 09:00:00,9,0,0,0,6,0,0,0,2,0,0
CUST_004,APP_009,Android,BUILD_004,Saint Pierre and Miquelon,Europe/Riga,2024-11-19 11:00:00,0,0,0,0,8,0,0,0,0,0,0
CUST_004,APP_006,Android,BUILD_002,Jamaica,Africa/Casablanca,2024-11-19 05:00:00,5,0,0,0,5,0,0,0,1,0,0
CUST_000,APP_001,Windows,BUILD_012,Antigua and Barbuda,Africa/Dar_es_Salaam,2024-11-18 15:00:00,5,0,0,0,3,0,0,0,1,0,0
CUST_000,APP_001,Windows,BUILD_007,Ecuador,Europe/Riga,2024-11-18 20:00:00,5,0,1,0,3,0,0,0,0,0,0
CUST_004,APP_008,Android,BUILD_009,Antarctica (the territory South of 60 deg S),Europe/Malta,2024-11-19 09:00:00,5,0,0,0,5,0,0,0,0,1,0
CUST_001,APP_003,Windows,BUILD_011,Bermuda,Africa/Banjul,2024-11-18 21:00:00,4,0,0,0,7,0,0,0,4,0,0
CUST_004,APP_006,Windows,BUILD_012,Czech Republic,Asia/Dushanbe,2024-11-18 15:00:00,9,0,0,0,5,1,0,0,1,0,0
CUST_002,APP_007,Windows,BUILD_012,Antarctica (the territory South of 60 deg S),Africa/Lome,2024-11-19 10:00:00,6,0,0,0,5,0,0,0,0,0,0
CUST_001,APP_003,Android,BUILD_007,Saint Vincent and the Grenadines,Europe/Malta,2024-11-19 00:00:00,2,0,1,0,10,0,0,0,0,0,0
CUST_002,APP_006,Android,BUILD_008,Mayotte,Europe/Malta,2024-11-18 18:00:00,6,0,0,0,2,0,0,0,4,0,0
CUST_000,APP_005,iOS,BUILD_008,Saint Pierre and Miquelon,Europe/Istanbul,2024-11-18 12:00:00,6,0,0,0,6,0,0,0,4,0,0
CUST_001,APP_007,Android,BUILD_001,Falkland Islands (Malvinas),Europe/Istanbul,2024-11-18 22:00:00,6,0,0,0,7,0,0,0,2,0,0
CUST_002,APP_006,Android,BUILD_009,Jamaica,Europe/Riga,2024-11-19 00:00:00,5,0,0,0,4,0,0,0,2,0,0
CUST_002,APP_006,iOS,BUILD_001,Bermuda,Asia/Dushanbe,2024-11-18 13:00:00,2,0,0,0,11,0,0,0,1,0,1
CUST_001,APP_001,iOS,BUILD_004,Jamaica,America/Guatemala,2024-11-19 10:00:00,5,0,0,0,5,0,0,0,1,0,0
CUST_003,APP_005,Android,BUILD_012,Bermuda,America/Guatemala,2024-11-18 16:00:00,3,0,0,0,4,0,0,0,1,0,1
CUST_004,APP_006,Windows,BUILD_008,Northern Mariana Islands,Europe/Monaco,2024-11-19 03:00:00,3,0,0,0,1,0,0,0,5,1,0
CUST_002,APP_005,iOS,BUILD_013,Anguilla,Asia/Kabul,2024-11-18 19:00:00,3,0,0,0,11,0,0,0,0,0,0
CUST_004,APP_004,Android,BUILD_005,Philippines,Europe/Minsk,2024-11-19 10:00:00,6,0,0,0,3,0,1,0,5,0,0
CUST_004,APP_005,Android,BUILD_008,Bosnia and Herzegovina,Africa/Casablanca,2024-11-18 12:00:00,6,1,0,0,2,0,0,0,1,0,0
CUST_000,APP_002,iOS,BUILD_013,Bosnia and Herzegovina,Europe/Monaco,2024-11-19 09:00:00,4,0,0,0,7,0,0,0,1,0,0
CUST_004,APP_007,Windows,BUILD_012,Benin,Africa/Casablanca,2024-11-19 02:00:00,5,0,0,0,5,0,0,0,0,0,0
CUST_002,APP_001,Windows,BUILD_000,Benin,Africa/Khartoum,2024-11-19 09:00:00,5,0,0,0,1,0,0,0,1,0,0
CUST_000,APP_001,Android,BUILD_012,Northern Mariana Islands,Asia/Tokyo,2024-11-19 05:00:00,7,0,0,0,6,0,0,0,2,0,0
CUST_001,APP_001,iOS,BUILD_011,Falkland Islands (Malvinas),Asia/Kabul,2024-11-18 19:00:00,5,0,0,0,4,1,0,0,2,0,0
CUST_002,APP_001,iOS,BUILD_007,Antigua and Barbuda,Africa/Casablanca,2024-11-19 08:00:00,3,0,0,0,9,0,0,0,0,0,0
CUST_000,APP_006,iOS,BUILD_008,Mayotte,Europe/Minsk,2024-11-19 08:00:00,4,0,0,0,4,0,0,0,3,0,0
CUST_000,APP_001,Windows,BUILD_003,Antigua and Barbuda,Europe/Riga,2024-11-18 12:00:00,7,0,0,0,9,0,0,0,3,0,0
CUST_004,APP_005,Windows,BUILD_006,Benin,Europe/Luxembourg,2024-11-19 04:00:00,5,0,0,0,5,0,0,0,3,0,0
CUST_001,APP_002,Windows,BUILD_001,Northern Mariana Islands,Africa/Banjul,2024-11-18 18:00:00,7,0,0,0,2,0,0,0,1,0,0
CUST_002,APP_008,iOS,BUILD_011,Bouvet Island (Bouvetoya),Asia/Kabul,2024-11-18 23:00:00,8,0,0,0,8,0,0,0,1,0,0
CUST_002,APP_000,Android,BUILD_013,Burundi,Asia/Dhaka,2024-11-19 05:00:00,7,0,0,0,2,0,1,1,2,0,0
CUST_004,APP_009,Windows,BUILD_010,Mayotte,Europe/Monaco,2024-11-19 05:00:00,5,0,0,0,7,0,0,0,0,0,0
CUST_001,APP_008,iOS,BUILD_012,Mayotte,Africa/Lome,2024-11-18 19:00:00,8,0,0,0,9,0,0,0,2,0,0
CUST_002,APP_008,iOS,BUILD_003,Saint Pierre and Miquelon,Europe/Minsk,2024-11-18 14:00:00,4,0,0,0,3,0,0,0,2,0,0
CUST_001,APP_005,Android,BUILD_004,Ecuador,Europe/Minsk,2024-11-19 04:00:00,6,0,0,0,3,0,0,0,1,0,0
